Station_Name,Transport_Mode,Line,Latitude,Longitude,Additional_Info
MAHUL VILLAGE,Bus,BEST,19.014024,72.890365,
PRIYADARSHINI (CHUNABHATTI),Bus,BEST,19.052343,72.879519,
GEETANJALI (ANDHERI-W),Bus,BEST,19.131209,72.842601,
SHREE SWAMI SAMARTH NAGAR,Bus,BEST,19.139237,72.825504,
CHILDRENS HOME,Bus,BEST,19.042727,72.928667,
"AROGYA HOSPITAL, D MART",Bus,BEST,19.01907,73.015754,
DATTAGURU CO-OPERATIVE HOUSING SOCIETY,Bus,BEST,19.047929,72.920201,
GAVDEVI CHOWK (SARSOLE),Bus,BEST,19.043137,73.014784,
"R.C.F.COLONY (CHEMBUR), GOLF CLUB",Bus,BEST,19.046125,72.898655,
JUHU VILLAGE (NAVI MUMBAI),Bus,BEST,19.086685,73.002949,
"JUI NAGAR, GAONDEVI CHOWK",Bus,BEST,19.049713,73.017038,
KALAMBOLI COLONY,Bus,BEST,19.02206,73.10057,
KOPAR KHAIRANE,Bus,BEST,19.10937,73.001852,
"MAHATMA GANDHI HOSPITAL, PANVEL NAKA",Bus,BEST,19.019157,73.105136,
NARMADESHWAR MANDIR,Bus,BEST,19.040868,72.939772,
NERUL GYMKHANA,Bus,BEST,19.026306,73.015833,
DOMESTIC AIRPORT JUNCTION,Bus,BEST,19.094346,72.851721,
J.B.NAGAR (ANDHERI-E),Bus,BEST,19.111439,72.868437,
Y.B.CHAVAN MARG JUNCTION (VASHI),Bus,BEST,19.067796,72.997471,
VASUDEO BALWANT PHADKE CHOWK (DHOBI TALAO),Bus,BEST,18.943767,72.828653,
RAM BAUG (GOREGAON-W),Bus,BEST,19.163362,72.843995,
BANDRA (E) BUS STATION,Bus,BEST,19.055631,72.845486,
MAHIM BUS STATION,Bus,BEST,19.043116,72.84177,
AAREY UNIT NO.32,Bus,BEST,19.164027,72.870262,
DR.AMBEDKAR CHOWK (GOREGAON-E),Bus,BEST,19.173506,72.85688,
BPCL SPORTS CLUB,Bus,BEST,19.027884,72.896002,
UMARSHI BAPPA CHOWK,Bus,BEST,19.055924,72.888153,
PICNIC COTTAGE (VERSOVA),Bus,BEST,19.130402,72.814163,
M.M.R.D.A.COLONY (MAHUL),Bus,BEST,19.017538,72.890354,
PINK CORNER,Bus,BEST,19.051687,72.889979,
GANESH NAGAR VEER ABDUL HAMID ROAD JUNCTION,Bus,BEST,19.02429,72.876825,
ANDHERI STATION (W),Bus,BEST,19.119276,72.845347,
ANDHERI MARKET,Bus,BEST,19.123668,72.846674,
AZAD NAGAR (ANDHERI),Bus,BEST,19.130717,72.837573,
GANGA BHAVAN,Bus,BEST,19.135034,72.810347,
HIGHLAND GARDEN,Bus,BEST,19.145618,72.828836,
JEEVAN NAGAR,Bus,BEST,19.1313,72.831347,
LOKHANDWALA COMPLEX JUNCTION (JOGESHWARI-W),Bus,BEST,19.142376,72.831386,
TELEPHONE EXCHANGE (ANDHERI-W),Bus,BEST,19.133898,72.825632,
SHREE SWAMI SAMARTH NAGAR,Bus,BEST,19.139852,72.825941,
AMIRA APARTMENTS,Bus,BEST,19.18113,72.816638,
J.J.HOSPITAL NURSING SOCIETY (MADH),Bus,BEST,19.185135,72.797694,
KHARODI VILLAGE,Bus,BEST,19.196354,72.818431,
MADH JETTY,Bus,BEST,19.14454,72.801983,
MADH TEMPLE,Bus,BEST,19.140654,72.791217,
SHIVAJIRAJE COMPLEX (KANDIVALI-W) (EXTENSION),Bus,BEST,19.202084,72.821983,
MARSHAL WADI,Bus,BEST,19.180302,72.797765,
MADH TEMPLE,Bus,BEST,19.140663,72.791198,
ANAND NAGAR (DAHISAR),Bus,BEST,19.258167,72.864665,
MAHINDRA COMPANY GATE (B.H.A.D. COLONY),Bus,BEST,19.2069,72.866311,
BHAIDAYA NAGAR,Bus,BEST,19.310397,72.857651,
BORIVALI (E) STATION,Bus,BEST,19.230629,72.858794,
BHANDUP STATION (W),Bus,BEST,19.144263,72.937678,
BHANDUP STATION (W) ROAD,Bus,BEST,19.146115,72.935852,
PUNJAB WADI (DEONAR),Bus,BEST,19.045353,72.914796,
RAJ KAPOOR CHOWK (ANUSHAKTI NAGAR),Bus,BEST,19.043548,72.921256,
SANPADA STATION,Bus,BEST,19.06754,73.009661,
SEAWOOD DARAVE RAILWAY PHATAK,Bus,BEST,19.023443,73.015138,
"NERUL SECTOR 46, 48",Bus,BEST,19.007831,73.016321,
SHIVAJI CHOWK (KHARGHAR SECTOR 8),Bus,BEST,19.043457,73.067433,
TATA PRESS (NERUL),Bus,BEST,19.039158,73.028861,
TERNA ENGINEERING COLLEGE (KOPAR KHAIRANE),Bus,BEST,19.111023,73.003563,
VIVEKANAND SCHOOL (JUI NAGAR),Bus,BEST,19.062959,73.013166,
CRISIL HOUSE,Bus,BEST,19.117336,72.910651,
SHIVAJI NAGAR (MADH),Bus,BEST,19.141524,72.794077,
ASHIRWAD HOSPITAL,Bus,BEST,19.257101,72.864961,
DAHISAR CHECK NAKA,Bus,BEST,19.258568,72.871837,
GAIMUKH (GHODBUNDER RD),Bus,BEST,19.285419,72.936431,
GOKULANAND HOTEL,Bus,BEST,19.244887,72.864758,
HANUMAN TEKDI (BORIVALI -E),Bus,BEST,19.240319,72.869859,
HANUMAN TEKDI (BORIVALI -E),Bus,BEST,19.240418,72.869812,
KASHIMIRA,Bus,BEST,19.2715,72.882266,
JAI MAHAKALI MANDIR,Bus,BEST,19.241454,72.864342,
"MAHAVISHNU, SAMRAT HOTEL",Bus,BEST,19.265219,72.875363,
FISH MARKET,Bus,BEST,19.24797,72.868799,
VESAVA-YARI ROAD BUS STATION,Bus,BEST,19.13945,72.808233,
AKSA VILLAGE,Bus,BEST,19.176516,72.797626,
AMIRA APARTMENTS,Bus,BEST,19.181112,72.816837,
JANKALYAN NAGAR,Bus,BEST,19.199796,72.818618,
MADH MARKET,Bus,BEST,19.141584,72.789838,
"JANTA COLONY, SHIV MANDIR",Bus,BEST,19.200132,72.83388,
MALVANI BLOCK NO.6,Bus,BEST,19.1892,72.819788,
MARVE BEACH-ESSEL WORLD,Bus,BEST,19.198976,72.798803,
RETREAT HOTEL (MADH),Bus,BEST,19.153896,72.789178,
"FIRE BRIGADE, KHARODI COLONY",Bus,BEST,19.196573,72.821759,
"BHAYANDER PHATAK, JANAKI RESIDENCY",Bus,BEST,19.298298,72.852387,
"HEMGIRI SOCIETY, GANESH MANDIR",Bus,BEST,19.235627,72.864098,
BLOOD BANK,Bus,BEST,19.2743,72.861393,
KAJUPADA (BORIVALI -E),Bus,BEST,19.234,72.8696,
SHREE KOTESHWARI MANDIR,Bus,BEST,19.214029,72.868865,
"ANGAN WADI, MANALI VILLAGE",Bus,BEST,19.235402,72.8662,
MAGATHANE TELEPHONE EXCHANGE,Bus,BEST,19.216034,72.867048,
PUNJAB FOUNDRY (MIRA ROAD),Bus,BEST,19.275963,72.881703,
RUSHIVAN,Bus,BEST,19.2364667,72.8729833,
SAIKRUPA COMPLEX,Bus,BEST,19.2715167,72.8860667,
"SHEETAL NAGAR, MTNL (MIRA ROAD)",Bus,BEST,19.283535,72.866106,
ST.XAVIER S HIGH SCHOOL (KASHIMIRA),Bus,BEST,19.2696,72.8882333,
VERSOVA BRIDGE (GHODBUNDER RD),Bus,BEST,19.284987,72.904817,
GHATKOPAR PIPE LINE,Bus,BEST,19.08819,72.902516,
GHATKOPAR POST OFFICE,Bus,BEST,19.087468,72.905909,
GHATKOPAR STATION (W),Bus,BEST,19.08792,72.90875,
HANUMAN MANDIR (BARVE NAGAR),Bus,BEST,19.093737,72.903883,
HIRANANDANI GARDEN (POWAI),Bus,BEST,19.116215,72.909302,
I.I.T.MARKET (POWAI),Bus,BEST,19.128152,72.919117,
JAIN MANDIR (BHANDUP-W),Bus,BEST,19.149792,72.937763,
JAMBHULPADA,Bus,BEST,19.094242,72.899816,
MEENATAI THACKERAY MAIDAN (ANACIN COMPANY),Bus,BEST,19.098637,72.9171,
MILIND NAGAR (BHANDUP-W),Bus,BEST,19.158446,72.932077,
SAIBABA MANDIR (AMRUT NAGAR),Bus,BEST,19.098734,72.907768,
SUBHASH NAGAR (BHANDUP-W),Bus,BEST,19.15926,72.944131,
PLEASANT PARK (MIRA ROAD),Bus,BEST,19.275428,72.877118,
RAJASHREE CINEMA,Bus,BEST,19.250967,72.863709,
RAJASHREE CINEMA,Bus,BEST,19.251102,72.863547,
SAIKRUPA COMPLEX,Bus,BEST,19.2715833,72.8858667,
"MUNICIPAL MARKET, SAIBABA MANDIR-(BORIVALI -E)",Bus,BEST,19.241357,72.868603,
"SAMATA NAGAR, BUILDING NO.3&5",Bus,BEST,19.205943,72.86751,
SHREE KRISHNA NAGAR (BORIVALI -E),Bus,BEST,19.233169,72.863177,
SILVER PARK (MIRA ROAD),Bus,BEST,19.282157,72.874203,
THAKUR CINEMA (KANDIVALI-E),Bus,BEST,19.210002,72.873118,
THAKUR COMPLEX (KANDIVALI-E),Bus,BEST,19.208896,72.863885,
VITTHAL RAKHUMAI MANDIR (DAHISAR-E),Bus,BEST,19.257409,72.865446,
DAHISAR BUS STATION,Bus,BEST,19.258985,72.873549,
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),Bus,BEST,18.940654,72.833412,
JOHAR CHOWK (BHENDI BAZAAR),Bus,BEST,18.958875,72.831651,
LOHA BHAVAN,Bus,BEST,18.952006,72.841313,
NAVY NAGAR (COLABA),Bus,BEST,18.90748,72.808967,
SANDHURST ROAD STATION,Bus,BEST,18.96084,72.838819,
SWAMI DAYANAND SARASWATI CHOWK (FORT),Bus,BEST,18.936979,72.836899,
WADI BUNDER,Bus,BEST,18.957508,72.842031,
"BHOIWADA, MANE MASTER CHOWK",Bus,BEST,19.005491,72.844979,
"BYCULLA STATION (EAST), GLORIA CHURCH",Bus,BEST,18.975563,72.834383,
KHODADAD CIRCLE (DADAR TT),Bus,BEST,19.019533,72.848949,
DARUKHANA,Bus,BEST,18.972028,72.845211,
"RAJA SHIVAJI HIGH SCHOOL, HINDU COLONY (DADAR-E)",Bus,BEST,19.021402,72.847114,
KANHERI CAVES BASE,Bus,BEST,19.208875,72.901115,
"MAHARASHTRA NATURE PARK, P.M.G.P COLONY (DHARAVI)",Bus,BEST,19.051801,72.861696,
DATTA MANDIR (INCOME TAX COLONY),Bus,BEST,19.13131,72.862343,
KALPATARU ESTATE (MAJAS),Bus,BEST,19.139841,72.867765,
MORARJI NAGAR (POWAI),Bus,BEST,19.133783,72.897548,
RAMWADI (JOGESHWARI-E),Bus,BEST,19.140388,72.858554,
SANJAY NAGAR (JOGESHWARI-E),Bus,BEST,19.137685,72.855191,
SEEPZ VILLAGE,Bus,BEST,19.129701,72.878711,
SHANKARWADI (JOGESHWARI-E),Bus,BEST,19.129581,72.8555,
PANDEY NAGAR,Bus,BEST,19.213293,72.877605,
"JAGATDEV N.VARMA CHOWK, KAPOLE NIWAS",Bus,BEST,19.023871,72.85229,
RANI LAXMIBAI CHOWK (SION),Bus,BEST,19.043247,72.864257,
GHATKOPAR STATION (W),Bus,BEST,19.087541,72.907962,
HIRANANDANI TELEPHONE EXCHANGE (POWAI),Bus,BEST,19.118232,72.915204,
AMAR MAHAL,Bus,BEST,19.066263,72.90031,
BHANDUP VILLAGE (E) JUNCTION,Bus,BEST,19.155665,72.94896,
GHATKOPAR BUS STATION,Bus,BEST,19.088004,72.918272,
"PESTOM SAGAR, GLASS FACTORY",Bus,BEST,19.069552,72.900898,
KANNAMWAR NAGAR NO.2,Bus,BEST,19.120426,72.938723,
NAHUR STATION (E),Bus,BEST,19.154373,72.94704,
ODEON CINEMA,Bus,BEST,19.079438,72.910682,
PANT NAGAR,Bus,BEST,19.083567,72.914063,
R.T.O.(GHATKOPAR-E),Bus,BEST,19.073403,72.911035,
RAMABAI NAGAR (GHATKOPAR-E),Bus,BEST,19.0784,72.915946,
SANJAY GANDHI UDYAN (NATIONAL PARK),Bus,BEST,19.228248,72.867735,
PICNIC POINT ROAD,Bus,BEST,19.225247,72.883905,
CHECK POST,Bus,BEST,19.209651,72.899165,
N.G.PARK,Bus,BEST,19.242985,72.871513,
SIDDHARTH NAGAR (KANDIVALI-E),Bus,BEST,19.214645,72.871433,
PANDEY NAGAR,Bus,BEST,19.21341,72.877719,
KALAKILLA,Bus,BEST,19.048014,72.859152,
RANI LAXMIBAI CHOWK (SION),Bus,BEST,19.044448,72.862688,
RANI LAXMIBAI CHOWK (SION),Bus,BEST,19.046979,72.865423,
RANI LAXMIBAI CHOWK (SION),Bus,BEST,19.043527,72.864351,
LOKMANYA TILAK HOSPITAL (SION),Bus,BEST,19.035347,72.857412,
DHARAVI KOLIWADA,Bus,BEST,19.048482,72.855428,
"MAHARANA PRATAP CHOWK, MAZGAON POST OFFICE",Bus,BEST,18.971411,72.840539,
PRABODHANKAR THACKERAY UDYAN BUS STATION (SEWREE),Bus,BEST,18.998213,72.851566,
SEWREE NAKA,Bus,BEST,18.998809,72.849751,
TANK BUNDER,Bus,BEST,18.98895,72.846215,
WADALA STATION (W),Bus,BEST,19.01784,72.85937,
DADASAHEB SARFARE CHOWK,Bus,BEST,19.012757,72.84884,
HINDUSTAN PETROLEUM (REAY ROAD),Bus,BEST,18.981259,72.855755,
A.H.ANSARI CHOWK (NAGPADA),Bus,BEST,18.970881,72.831794,
NEW AGRIPADA,Bus,BEST,18.976281,72.827298,
"MAHARASHTRA COLLEGE, ALEXANDRA CINEMA",Bus,BEST,18.96749,72.827125,
KASTURBA GANDHI CHOWK (C.P.TANK),Bus,BEST,18.954426,72.825948,
KASTURBA GANDHI CHOWK (C.P.TANK),Bus,BEST,18.955121,72.82552,
GANDHI MARKET (KINGS CIRCLE),Bus,BEST,19.033578,72.859398,
CENTRAL LABOUR INSTITUTE,Bus,BEST,19.049102,72.86584,
BHULESHWAR,Bus,BEST,18.952685,72.830004,
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),Bus,BEST,18.94087,72.833099,
DHOBI GHAT (NAVY NAGAR),Bus,BEST,18.906932,72.812916,
DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),Bus,BEST,18.923786,72.831963,
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS (GPO),Bus,BEST,18.938542,72.836376,
KALBADEVI,Bus,BEST,18.946884,72.82885,
MAHATMA PHULE MARKET (CRAWFORD MARKET),Bus,BEST,18.944973,72.834264,
MANDVI POST OFFICE,Bus,BEST,18.956129,72.832631,
RAILWAY ACCIDENT COURT,Bus,BEST,18.943729,72.839258,
"SASOON DOCK, COLABA FIRE STATION",Bus,BEST,18.916067,72.826387,
TAGORE NAGAR NO.3 (VIKHROLI-E),Bus,BEST,19.119726,72.932378,
MUNICIPAL SCHOOL (KURLA-E),Bus,BEST,19.067556,72.893275,
JOGESHWARI VIKHROLI LINK ROAD (KANJURMARG-E),Bus,BEST,19.12493,72.938755,
BABULNATH JUNCTION,Bus,BEST,18.959192,72.809936,
AHILYABAI HOLKAR CHOWK (CHURCHGATE),Bus,BEST,18.933088,72.826848,
DR.AMBEDKAR STATUE (FORT),Bus,BEST,18.927055,72.829644,
"DR.AMBEDKAR NAGAR, DHOBI GHAT COLABA",Bus,BEST,18.911481,72.819281,
G.D.SOMANI SCHOOL,Bus,BEST,18.916513,72.818565,
GYMKHANA,Bus,BEST,18.9464,72.821435,
MANTRALAYA,Bus,BEST,18.929129,72.824564,
JEEVAN BIMA MARG (CHURCHGATE),Bus,BEST,18.928145,72.825628,
MUMBAI GYMKHANA,Bus,BEST,18.939278,72.829986,
SHALIMAR INDUSTRIES LIMITED,Bus,BEST,19.034718,72.85326,
LABOUR CAMP (DHARAVI),Bus,BEST,19.037375,72.853279,
MAHIM PHATAK,Bus,BEST,19.043229,72.848848,
GREEN FIELDS,Bus,BEST,19.139689,72.869172,
"GUNDAVALI, LION S CLUB",Bus,BEST,19.120873,72.855867,
"I.E.S SCHOOL, (J.V.L.R)",Bus,BEST,19.128431,72.887247,
KOKAN NAGAR (JOGESHWARI-E),Bus,BEST,19.134383,72.864803,
M.H.B.COLONY (JOGESHWARI-E),Bus,BEST,19.133768,72.862883,
MILIND NAGAR (POWAI),Bus,BEST,19.126318,72.890584,
NAMASKAR,Bus,BEST,19.138235,72.870704,
"SEEPZ VILLAGE, RELIANCE ENERGY TRAINING CENTRE",Bus,BEST,19.129504,72.882418,
SANJAY NAGAR (JOGESHWARI-E),Bus,BEST,19.13689,72.85579,
MAHARANA PRATAP CHOWK (MAZGAON),Bus,BEST,18.969117,72.84075,
NAVJEEVAN SOCIETY (TARDEO),Bus,BEST,18.965154,72.819711,
PETIT HALL,Bus,BEST,18.955235,72.798631,
PT.PALUSKAR CHOWK (OPERA HOUSE)- MARWADI VIDYALAYA,Bus,BEST,18.957555,72.818169,
VASANTRAO NAIK CHOWK (TARDEO),Bus,BEST,18.968764,72.815387,
SAIDHAM,Bus,BEST,18.957951,72.816954,
CHANDAN CINEMA,Bus,BEST,19.114738,72.827701,
DAULAT NAGAR (SANTACRUZ-W),Bus,BEST,19.089944,72.833327,
JUHU KOLIWADA,Bus,BEST,19.085956,72.828066,
JUHU TARA ROAD,Bus,BEST,19.090066,72.827597,
RAMKRISHNA MISSION (KHAR-W),Bus,BEST,19.076014,72.834231,
ST.TERESA CONVENT SCHOOL (SANTACRUZ-W),Bus,BEST,19.076468,72.837718,
SWADESHI MARKET,Bus,BEST,18.948565,72.828849,
VASUDEO BALWANT PHADKE CHOWK (DHOBI TALAO),Bus,BEST,18.943226,72.829821,
VIJAY VALLABH CHOWK (PYDHONIE),Bus,BEST,18.954313,72.831949,
CHINCH BUNDER,Bus,BEST,18.958382,72.838536,
NIRMAN BHAVAN,Bus,BEST,18.963546,72.846518,
R.C.CHURCH,Bus,BEST,18.900202,72.813899,
KHODADAD CIRCLE (DADAR TT),Bus,BEST,19.019433,72.848826,
KHODADAD CIRCLE (DADAR TT),Bus,BEST,19.016732,72.84953,
DNYANESHWAR NAGAR,Bus,BEST,19.005406,72.85385,
HINDU CEMETARY(REAY ROAD),Bus,BEST,18.977784,72.84722,
JAIHIND CINEMA,Bus,BEST,18.985284,72.835601,
JIJAMATA UDYAN (BYCULLA),Bus,BEST,18.980902,72.834521,
N.C.P.A.,Bus,BEST,18.925161,72.822621,
THAKURDWAR (GIRGAON),Bus,BEST,18.951027,72.823482,
WILSON COLLEGE,Bus,BEST,18.956185,72.810698,
AHILYABAI HOLKAR CHOWK (CHURCHGATE),Bus,BEST,18.932872,72.82851,
PT.PALUSKAR CHOWK,Bus,BEST,18.954409,72.815656,
AYYAPA MANDIR (GOREGAON),Bus,BEST,19.165179,72.831948,
"BEST NAGAR, OSHIWARA STAFF QUARTERS",Bus,BEST,19.153782,72.838944,
GOREGAON (W) BUS STATION,Bus,BEST,19.163582,72.849185,
JAWAHAR NAGAR (GOREGAON-W),Bus,BEST,19.162198,72.846154,
JOGESHWARI (W) BUS STATION,Bus,BEST,19.133976,72.847732,
MOTILAL NAGAR POST OFFICE,Bus,BEST,19.159095,72.84049,
SEEPZ BUS STATION,Bus,BEST,19.124594,72.872678,
SEEPZ VILLAGE,Bus,BEST,19.129953,72.87662,
SHIVAJI CHOWK (ANDHERI-E),Bus,BEST,19.111952,72.849239,
"SIDDHESHWAR SOCIETY, GHARONDA",Bus,BEST,19.118874,72.999146,
VIVEKANAND SCHOOL (JUI NAGAR),Bus,BEST,19.062995,73.013261,
BHANDUP STATION (W),Bus,BEST,19.144317,72.937611,
"ISHWAR NAGAR, BHANDUP (W)",Bus,BEST,19.144425,72.934446,
SHETTY VIDYALAYA (POWAI),Bus,BEST,19.115636,72.905985,
GHATKOPAR BUS STATION,Bus,BEST,19.088158,72.918053,
KANNAMWAR NAGAR NO.1,Bus,BEST,19.1137,72.935601,
GOREGAON POLICE STATION,Bus,BEST,19.156985,72.845834,
CHARAT SINGH COLONY,Bus,BEST,19.11122,72.864512,
NAVJEEVAN SOCIETY (KURLA-W),Bus,BEST,19.077873,72.880228,
OLD AGRA ROAD (KURLA-W),Bus,BEST,19.078957,72.879819,
VILE PARLE (W),Bus,BEST,19.10218,72.839447,
JUHU HOTEL,Bus,BEST,19.105171,72.827081,
AIR INDIA QUARTERS,Bus,BEST,19.080244,72.868692,
HOLY CROSS SCHOOL (KURLA-W),Bus,BEST,19.08242,72.885747,
KAMANI,Bus,BEST,19.08382,72.885034,
SUNDAR BAUG (KAMANI),Bus,BEST,19.086684,72.887133,
VAKOLA MASJID,Bus,BEST,19.081565,72.855122,
VAKOLA POLICE STATION (HANUMAN MANDIR),Bus,BEST,19.078714,72.846676,
BABASAHEB WORLIKAR CHOWK (CENTURY BAZAAR),Bus,BEST,19.012759,72.825521,
PARSIWADA (CHAKALA),Bus,BEST,18.99295,72.842822,
KIDWAI NAGAR,Bus,BEST,19.008767,72.85418,
NAIGAON POLICE COLONY,Bus,BEST,19.008203,72.847285,
MADKEBUWA CHOWK (PAREL),Bus,BEST,19.002768,72.838513,
SEWREE NAKA,Bus,BEST,18.997824,72.849923,
SEWREE STATION (W),Bus,BEST,18.998458,72.853227,
SHINDEWADI (DADAR-E),Bus,BEST,19.011516,72.843464,
T.B.HOSPITAL (KIDWAI NAGAR),Bus,BEST,19.005043,72.851827,
WADIA MATERNITY HOSPITAL,Bus,BEST,19.002725,72.842834,
SEWREE STORE,Bus,BEST,18.987583,72.856862,
RAMBHAU BHOGALE MUNICIPAL SCHOOL,Bus,BEST,18.981999,72.840798,
SAHARA (GOREGAON-W),Bus,BEST,19.15403,72.845332,
NEW SIDDHARTH NAGAR (GOREGAON-W),Bus,BEST,19.1592167,72.8390833,
TECHNICAL SCHOOL (BANDRA-E),Bus,BEST,19.063672,72.846867,
DANDPADA,Bus,BEST,19.074753,72.826583,
"DR.AMBEDKAR ROAD, KHAR",Bus,BEST,19.070066,72.829266,
HILL ROAD GARDEN,Bus,BEST,19.05287,72.824054,
KAPDA BAZAR (MAHIM),Bus,BEST,19.035824,72.83941,
KHAR STATION (W) ROAD,Bus,BEST,19.07074,72.837456,
MAHIM,Bus,BEST,19.0413,72.840879,
MAHIM,Bus,BEST,19.040415,72.841221,
"MACCHIMAR NAGAR, RAHEJA HOSPITAL (MAHIM)",Bus,BEST,19.046117,72.843554,
"PADMASHREE MOHAMMED RAFI CHOWK, BANDRA (W)",Bus,BEST,19.052961,72.837991,
"VILE PARLE STATION (E), DINANATH NATYAGRUH",Bus,BEST,19.100629,72.844618,
"DR.DATTA SAMANT CHOWK, SAKINAKA",Bus,BEST,19.105682,72.885157,
"GARWARE CHOWK, KOLDONGRI NO.2",Bus,BEST,19.10993,72.851911,
KAMANI OIL INDUSTRIES (CHANDIVLI),Bus,BEST,19.113327,72.890761,
MAHILA SANGH (VILE PARLE-E),Bus,BEST,19.106904,72.852017,
MAROL VILLAGE,Bus,BEST,19.112727,72.87928,
MITTAL ESTATE (MAROL),Bus,BEST,19.107623,72.880623,
SAHAR P & T COLONY NO.1,Bus,BEST,19.103747,72.862055,
SAHAR CARGO COMPLEX,Bus,BEST,19.097615,72.865309,
SHIVAJI CHOWK (ANDHERI-E),Bus,BEST,19.110516,72.849686,
LOKMANYA TILAK NAGAR (ASALPHA),Bus,BEST,19.101601,72.890357,
SANGHARSH NAGAR (CHANDIVALI),Bus,BEST,19.107911,72.901113,
"CATERING COLLEGE, SURYAVANSHI HALL",Bus,BEST,19.024059,72.835163,
DADAR POLICE STATION,Bus,BEST,19.01423,72.835465,
NARAYAN PUJARI NAGAR (WORLI),Bus,BEST,18.994763,72.813949,
POLICE CAMP (WORLI),Bus,BEST,19.008252,72.814697,
SIDDHIVINAYAK MANDIR (PRABHADEVI),Bus,BEST,19.01907,72.831719,
"DR.RAVINDRA KULKARNI CHOWK, SASMIRA (WORLI)",Bus,BEST,19.011464,72.821058,
"AMBIKA MILL BUS STATION, H.U.RAKHANGI CHOWK",Bus,BEST,18.989376,72.82233,
"JARIMARI MATA MANDIR, S.T.OFFICE (WORLI)",Bus,BEST,18.99462,72.815222,
MUNICIPAL GARAGE (WORLI),Bus,BEST,18.995337,72.81903,
"PODDAR HOSPITAL (WORLI), SIDDHARTH NAGAR",Bus,BEST,19.000376,72.816442,
DURGA PARMESHWARI MANDIR,Bus,BEST,19.219302,72.833409,
WADALA STATION (W),Bus,BEST,19.017009,72.858896,
AIR CONDITION MARKET,Bus,BEST,18.973064,72.81451,
AUGUST KRANTI MAIDAN,Bus,BEST,18.963005,72.810568,
BREACH CANDY HOSPITAL,Bus,BEST,18.970689,72.804693,
CUMBALA HILL POST OFFICE,Bus,BEST,18.969364,72.808796,
MAFATLAL PARK,Bus,BEST,18.9734833,72.8058167,
DOCKYARD ROAD RAILWAY STATION,Bus,BEST,18.968369,72.843647,
GODREJ CHOWK (KEMPS CORNER),Bus,BEST,18.96388,72.808535,
VATSALABAI DESAI CHOWK (HAJI ALI),Bus,BEST,18.979693,72.812415,
HYDERABAD ESTATE,Bus,BEST,18.956167,72.800814,
JOHAR CHOWK (BHENDI BAZAAR),Bus,BEST,18.958169,72.830854,
MUMBAI CENTRAL STATION,Bus,BEST,18.96902,72.818843,
MOTI MAHAL (BANDRA-W),Bus,BEST,19.06043,72.834338,
NATIONAL COLLEGE (BANDRA-W),Bus,BEST,19.062869,72.834554,
RIZVI COMPLEX (CARTER ROAD),Bus,BEST,19.066538,72.822884,
SHITALADEVI TEMPLE (MAHIM),Bus,BEST,19.035303,72.843951,
UNIT TRUST OF INDIA (BANDRA-W),Bus,BEST,19.050054,72.828417,
KHERWADI POLICE STATION,Bus,BEST,19.064794,72.850192,
RESERVE BANK OF INDIA (BKC),Bus,BEST,19.057596,72.853094,
HANUMAN MANDIR (KHERWADI),Bus,BEST,19.06164,72.847667,
BANDRA (W) BUS STATION,Bus,BEST,19.054561,72.838959,
"BHAYANDER PHATAK, JANAKI RESIDENCY",Bus,BEST,19.295163,72.852247,
GENERAL ARUN KUMAR VAIDYA MARG JUNCTION (GOREGAON-E),Bus,BEST,19.174493,72.861205,
AAREY PUMP HOUSE,Bus,BEST,19.154399,72.875068,
"AMARNATH PATIL SPORT COMPLEX, BANGANGA",Bus,BEST,19.050819,72.914348,
AGARWADI (MANKHURD),Bus,BEST,19.045401,72.925883,
APNA BAZAR (VASHI),Bus,BEST,19.07112,72.99751,
BANUBAI TANDEL MARKET,Bus,BEST,19.014182,73.01657,
DEONAR BEST STAFF QUARTERS,Bus,BEST,19.047196,72.914054,
CHEETA CAMP,Bus,BEST,19.038266,72.944769,
NERUL NAKA,Bus,BEST,19.04598,73.024513,
GAVDEVI CHOWK (SARSOLE),Bus,BEST,19.04302,73.01467,
NERUL NAKA,Bus,BEST,19.0471,73.024219,
NERUL RAILWAY STATION,Bus,BEST,19.033967,73.016975,
R.K.STUDIO,Bus,BEST,19.04779,72.907005,
SANPADA STATION,Bus,BEST,19.06689,73.008986,
"HINDUSTAN NAKA, C.CHARANSINGH CHOWK",Bus,BEST,19.207971,72.829443,
CHARKOP SECTOR 8,Bus,BEST,19.214858,72.813174,
PUSHPA HERITAGE (KANDIVALI-W),Bus,BEST,19.210675,72.838722,
SAIBABA MANDIR (KANDIVALI-W),Bus,BEST,19.21717,72.847362,
HANUMAN MANDIR (KANDIVALI-W),Bus,BEST,19.210578,72.824315,
SHIMPAVALI TELEPHONE EXCHANGE,Bus,BEST,19.223228,72.840805,
AMBASSADOR HOTEL (SAHAR),Bus,BEST,19.103176,72.875227,
BAMANDAYA PADA,Bus,BEST,19.123047,72.887098,
C-CROSS ROAD (SEEPZ ),Bus,BEST,19.122878,72.872061,
CHANDIVALI JUNCTION,Bus,BEST,19.11114,72.888196,
"DARPAN CINEMA, SAI SERVICE",Bus,BEST,19.114584,72.854664,
