stop_id,stop_name,stop_lat,stop_lon
TMT_4133,Kasheli,19.2362233,73.0147641
TMT_4109,Kasheli,19.2361695,73.0150193
TMT_2350,Kasheli,19.2361538,73.0150894
TMT_2337,Kasheli,19.2362348,73.0147461
TMT_2508,Kasheli,19.2362253,73.0147601
TMT_2477,Kasheli,19.2361683,73.0150189
TMT_4134,Durgesh Saj,19.2388903,73.0157857
TMT_4108,Durgesh Saj,19.2387698,73.0163043
TMT_4135,Hanuman Complex,19.2415894,73.0167002
TMT_4107,Hanuman Complex,19.2414576,73.0169672
TMT_2509,Hanuman Complex,19.2416518,73.0167169
TMT_2476,Hanuman Complex,19.2411327,73.0168658
TMT_4136,Durgesh Park,19.2443581,73.01740895
TMT_4106,Durgesh Park,19.2441102,73.0176081
TMT_2349,Durgesh Park,19.2441262,73.0176162
TMT_2338,Durgesh Park,19.2443592,73.0174231
TMT_4137,Kalher,19.2481456,73.01789155
TMT_4105,Kalher,19.2481456,73.0180234
TMT_2348,Kalher,19.2481705,73.0179685
TMT_2339,Kalher,19.2472279,73.0178592
TMT_4138,Pipe Line (Kalher Gram Panchayat),19.2513523,73.01798629999999
TMT_4104,Pipe Line (Kalher Gram Panchayat),19.2510342,73.0182013
TMT_4139,Kopar,19.25275655,73.02132
TMT_4103,Kopar,19.25266285,73.0216857
TMT_4140,Purna,19.2583014,73.0264004
TMT_4102,Purna,19.2581076,73.0266317
TMT_2347,Purna,19.2581057,73.0265907
TMT_2340,Purna,19.2582956,73.0264083
TMT_2514,Purna,19.2583012,73.0264038
TMT_2471,Purna,19.2581088,73.0266318
TMT_4115,Balkum Pada No.3,19.216718,72.9909216
TMT_4148,Saraswati School,19.2022741,72.9854402
TMT_4160,Saraswati School,19.20227,72.98544
TMT_2998,Saraswati School,19.1873768,72.9673803
TMT_3025,Saraswati School,19.187582,72.9677263
TMT_4149,Panchganga Society,19.205039,72.985189
TMT_4150,Godavari Society,19.2066656,72.987301
TMT_4159,Godavari Society,19.20666,72.9873
TMT_4151,Rustomjee Acura,19.207941511,72.987394926
TMT_4158,Rustomjee Acura,19.207906106,72.98721054
TMT_4152,Rustomjee Aziano,19.208764223,72.988568186
TMT_4157,Rustomjee Aziano,19.208714831,72.988521247
TMT_4153,Rustomjee Urbania,19.209661371,72.988209606
TMT_4156,Rustomjee Urbania,19.209653725,72.988252723
TMT_1475,Kapurbawdi,19.220624006230768,72.97795444161538
TMT_1493,Kapurbawdi,19.220620307692307,72.97785252307692
TMT_2605,Kapurbawdi,19.218965733333334,72.97921801666666
TMT_2257,Kapurbawdi,19.21818602,72.97951488
TMT_2660,Kapurbawdi,19.218737,72.9782921
BEST_37197,Kapur Bawdi,19.217538,72.979883
BEST_37196,Kapur Bawdi,19.217854,72.980016
BEST_37194,Kapur Bawdi,19.220962,72.97781900000001
TMT_4832,Kapurbawdi,19.2056,73.0085
TMT_2723,Kapurbawdi,19.2005,72.9733
TMT_2696,Kapurbawdi,19.2007,72.9732
TMT_1545,Tatvadnyan Vidyapeeth,19.223640909904763,72.97750144766667
TMT_3185,Tatvadnyan Vidyapeeth,19.2239243,72.9776175
TMT_3174,Tatvadnyan Vidyapeeth,19.2234482,72.9773109
TMT_4833,Tatvadnyan Vidyapeeth,19.2048,73.0073
TMT_1247,Hyde Park,19.225688482,72.975222196
TMT_1213,Hyde Park,19.225366162,72.975879859
TMT_4203,Hyde Park,19.225802,72.9742503
TMT_1604,Hyde Park,19.206551,73.009953
TMT_1349,Lockim Company,19.230055637124998,72.976720335
TMT_1495,Lockim Company,19.2300495,72.97671903125
TMT_4834,Lockim Company,19.2029,73.0046
TMT_3842,Lockim Company,19.1914531,72.9674359
TMT_1224,Mulla Baug,19.239231392235293,72.97564566735295
BEST_37303,Mulla Baug,19.239265,72.975786
BEST_37302,Mulla Baug,19.239175,72.975548
TMT_3864,Mulla Baug,19.191758,72.968743
TMT_3844,Mulla Baug,19.1889978,72.9676803
TMT_1351,Azad Nagar Naka,19.24107175,72.97580255
TMT_1297,Azad Nagar Naka,19.2410006284,72.9758596906
TMT_1715,Azad Nagar Naka,19.24099195,72.975714
TMT_1695,Azad Nagar Naka,19.24102515,72.97590765000001
TMT_3183,Azad Nagar Naka,19.2410253,72.9759219
TMT_3176,Azad Nagar Naka,19.2410104,72.9755119
TMT_1818,Azad Nagar Naka,19.241,72.9759
TMT_3802,Azad Nagar Naka,19.2414,72.9757
TMT_4719,Azad Nagar Naka,19.2396,72.9807
TMT_1252,Patlipada,19.247185299999998,72.97539853333332
TMT_1637,Patlipada,19.246800179875,72.9756565781875
BEST_37388,Patli Pada,19.246131,72.975986
BEST_37387,Patli Pada,19.245724,72.975625
TMT_3846,Patlipada,19.1876309,72.9715071
TMT_1638,Dongari Pada,19.250727161,72.973218303
TMT_1468,Dongari Pada,19.251012986714283,72.97339539628571
TMT_1326,Dongari Pada,19.25101325,72.97339595
TMT_1664,Dongari Pada,19.250656900000003,72.973308
TMT_1935,Dongari Pada,19.251007,72.9734011
TMT_2113,Dongari Pada,19.2507521,72.9731952
BEST_37105,Dongari Pada,19.25082,72.973105
BEST_37106,Dongari Pada,19.251073,72.973333
TMT_1639,Waghbil Naka,19.253010839222224,72.97215542966666
TMT_1220,Waghbil Naka,19.2527266,72.97262495
TMT_1620,Waghbil Naka,19.252639594166666,72.9725988655
TMT_3861,Waghbil Naka,19.194387,72.972323
TMT_1255,Vijay Nagari,19.256235,72.9735683
TMT_1219,Vijay Nagari,19.2562435,72.9738503
TMT_4275,Vijay Nagari,19.2562435,72.9738503
TMT_4265,Vijay Nagari,19.256235,72.9735683
TMT_1256,Gondhale Wadi,19.2637087,72.9775597
TMT_1218,Gondhale Wadi,19.2636897,72.9777585
TMT_1257,Damyanti Smruti,19.2648278,72.979572
TMT_1217,Damyanti Smruti,19.2647243,72.9795928
TMT_1258,Waghbil Gaon,19.2662523,72.982701
TMT_1216,Waghbil Gaon,19.2661422,72.9827587
TMT_3803,Waghbil Gaon,19.2661457,72.9827597
TMT_1325,Waghbil Gaon,19.25252395,72.9726979
TMT_1665,Waghbil Gaon,19.252732,72.9722584
TMT_1345,Jupiter Hospital,19.208366386,72.97249506725
TMT_1333,Jupiter Hospital,19.20774996666667,72.97245986666667
TMT_4727,Jupiter Hospital,19.2064,72.9703
TMT_1353,Panchamrut,19.257088133499998,72.97051097350001
TMT_1538,Panchamrut,19.2572225922,72.9707786428
TMT_1377,Panchamrut,19.2570892,72.9704957
TMT_1391,Panchamrut,19.257212,72.970792
TMT_1737,Panchamrut,19.2570854,72.9705098
BEST_37377,Panchamrut,19.257008,72.970556
BEST_37378,Panchamrut,19.257261,72.970803
TMT_1563,D Mart,19.259854393857143,72.96961019342858
TMT_3805,D Mart,19.259418,72.9699559
TMT_1355,Muchhala College,19.262789902999998,72.968240365
TMT_1536,Muchhala College,19.262849751,72.96845533275
TMT_1389,Muchhala College,19.2628725,72.96853
TMT_1676,Muchhala College,19.2628416,72.9685661
TMT_3859,Muchhala College,19.262872,72.968522
BEST_37297,Muchhala College,19.262935,72.96853
BEST_37296,Muchhala College,19.262772,72.968235
TMT_1640,Anand Nagar,19.264560522857145,72.967524643
TMT_1321,Anand Nagar,19.26470663,72.9677598644
TMT_1619,Anand Nagar,19.264701,72.967844
TMT_1934,Anand Nagar,19.2646981,72.9678501
TMT_1358,Kasarvadavali Naka,19.269395881500003,72.9653920785
TMT_1319,Kasarvadavali Naka,19.2692805665,72.9658011755
TMT_1380,Kasarvadavali Naka,19.2693779,72.9653845
TMT_1387,Kasarvadavali Naka,19.269245,72.965748
TMT_1359,Garib Nagar,19.2730720925,72.96174268
TMT_1318,Garib Nagar,19.272010307000002,72.96366964699999
BEST_37126,Garib Nagar,19.27196,72.963184
BEST_37127,Garib Nagar,19.272023,72.963603
TMT_1360,Ovala,19.274155206499998,72.96035298199999
TMT_1317,Ovala,19.274424838999998,72.96057225550001
TMT_1642,Ovala,19.2741546,72.96035690000001
TMT_1464,Ovala,19.274438,72.96059
TMT_1643,Shreeram Hospital,19.27582225,72.9588168
TMT_1316,Shreeram Hospital,19.2760618,72.9589677
TMT_4372,Shreeram Hospital,19.275789058,72.958834528
TMT_4302,Shreeram Hospital,19.276002999,72.959118843
TMT_1617,Shreeram Hospital,19.2759994,72.95912193333334
TMT_1933,Shreeram Hospital,19.2759972,72.9591221
TMT_1362,Bhayandarpada,19.283587,72.9519156
TMT_1314,Bhayandarpada,19.283694099999998,72.95248945
TMT_4375,Bhayandarpada,19.28359533,72.951877691
TMT_4299,Bhayandarpada,19.283671282,72.952465095
TMT_1568,Bhayandarpada,19.2835802,72.95189794999999
TMT_1532,Bhayandarpada,19.2836591,72.9524645
TMT_1363,Lodha Splendora,19.282220193,72.954225478
TMT_1315,Lodha Splendora,19.282513788,72.954509969
TMT_4300,Lodha Splendora,19.282486431,72.954507597
TMT_1364,Nagla Bunder,19.2841606,72.9477322
TMT_1313,Nagla Bunder,19.2845379,72.9475283
TMT_1542,Azad Nagar,19.2410092125,72.97572505
TMT_1717,Azad Nagar,19.2395741,72.9807067
TMT_1693,Azad Nagar,19.2393989,72.9806632
TMT_3182,Azad Nagar,19.2394614,72.9806724
TMT_3177,Azad Nagar,19.2394464,72.98055
TMT_3258,Azad Nagar,19.2394513,72.9806836
TMT_3247,Azad Nagar,19.2394442,72.9805502
TMT_4373,Poushmata Mandir,19.281082118,72.955070655
TMT_4301,Poushmata Mandir,19.280968188,72.955478351
BEST_29316,Poushmata Mandir,19.281002,72.955079
BEST_29317,Poushmata Mandir,19.281111,72.955497
TMT_4813,Girikunj Society,19.28120736,72.952172409
TMT_4821,Girikunj Society,19.279214651,72.95507293
TMT_4814,Vihang Hills,19.279702186,72.952828748
TMT_4820,Vihang Hills,19.278705825,72.953518919
TMT_4815,Vihang Vermont,19.278705825,72.953518919
TMT_4819,Vihang Vermont,19.279702186,72.952828748
TMT_4816,JVM Court,19.279214651,72.95507293
TMT_4818,JVM Court,19.28120736,72.952172409
TMT_4817,Godrej Emerald,19.280893157,72.950968767
TMT_4323,Siddhivinayak Tower,19.209728974,72.974608961
TMT_3188,Siddhivinayak Tower,19.2097005,72.9746018
TMT_3171,Siddhivinayak Tower,19.2100681,72.97416
TMT_4726,Siddhivinayak Tower,19.2097,72.9746
TMT_4324,Flower Valley,19.207676468,72.972515106
TMT_3998,ST Stand (Swarg),19.187205785,72.977018366
TMT_1378,Vijay Garden,19.2607799,72.9712691
TMT_1390,Vijay Garden,19.2608407,72.9716071
BEST_37522,Vijay Garden,19.2597955,72.96968050000001
TMT_1381,Military School,19.271096,72.9666928
TMT_1386,Military School,19.271096,72.9671461
TMT_1382,Cosmos Orchid Lily,19.2693417,72.9687847
TMT_1385,Cosmos Orchid Lily,19.2707659,72.9685124
TMT_1383,Kasarvadavali (Tarangan Sankul),19.2753418,72.968879
TMT_1384,Kasarvadavali (Tarangan Sankul),19.275338,72.968883
TMT_4836,Sahyog Society,19.2005,72.9992
TMT_4849,Sahyog Society,19.236433833333333,72.97265206666667
TMT_3263,Sahyog Society,19.23629895,72.97250555
TMT_4837,Dharamveer Nagar,19.1988,72.9957
TMT_4848,Dharamveer Nagar,19.2366,72.9707
TMT_3264,Dharamveer Nagar,19.2364877,72.9702695
TMT_3241,Dharamveer Nagar,19.2366209,72.9702296
TMT_3828,Dharamveer Nagar,19.2364,72.9702
TMT_3831,Dharamveer Nagar,19.2366,72.9707
TMT_1602,Dharamveer Nagar,19.210409,73.015932
TMT_4236,Dharamveer Nagar,19.2224854,72.9718299
TMT_4838,Happy Vally Tower,19.1977,72.9935
TMT_4847,Happy Vally Tower,19.2329,72.9697
TMT_4839,Garden Estate,19.1955,72.9872
TMT_4846,Garden Estate,19.2334,72.967
TMT_4840,Kokanipada,19.1972,72.9831
TMT_4845,Kokanipada,19.2336,72.9659
TMT_2984,Kokanipada,19.23354,72.965384
TMT_2943,Kokanipada,19.2336109,72.9658748
TMT_4841,Hill Garden,19.1989,72.9811
TMT_4844,Hill Garden,19.2352,72.9664
TMT_4842,Kokanipada/Tikujini Wadi,19.1989,72.9789
TMT_4843,Kokanipada/Tikujini Wadi,19.2368,72.967
TMT_850,Thane East Kopri,19.1849509,72.97580136666666
TMT_1760,Thane East Kopri,19.185083,72.976671
TMT_1759,Thane East Kopri,19.1851283,72.9766675
TMT_1485,Swami Vivekanand Chowk,19.1817795,72.9678153
TMT_1483,Swami Vivekanand Chowk,19.1817549,72.9676477
TMT_853,Swami Vivekanand Chowk,19.1817562,72.96763222050001
TMT_861,Swami Vivekanand Chowk,19.1817632,72.9678228
TMT_3027,Swami Vivekanand Chowk,19.1817455,72.9676592
TMT_1486,Dnyanasadhana College,19.1846151,72.9647381
TMT_1482,Dnyanasadhana College,19.183861120499998,72.965319695
TMT_3101,Dnyanasadhana College,19.1844591,72.9645069
TMT_3094,Dnyanasadhana College,19.184591,72.961531
TMT_4732,Dnyanasadhana College,19.1846,72.9647
TMT_1644,Gaimukh,19.285018233333332,72.93625136666667
TMT_1461,Gaimukh,19.285421,72.936383
TMT_1530,Gaimukh,19.2854236,72.9363813
TMT_1570,Gaimukh,19.2850438,72.9362552
TMT_1932,Gaimukh,19.2854199,72.9363902
TMT_1645,Kajupada,19.27874915,72.92263402500001
TMT_1616,Kajupada,19.279101333333333,72.92267246666667
TMT_1931,Kajupada,19.2791006,72.9226736
TMT_1572,Chena Bridge,19.27572,72.9164893
TMT_1528,Chena Bridge,19.275807999999998,72.91621055
BEST_29099,Chena Bridge,19.275712,72.916131
BEST_29098,Chena Bridge,19.275803,72.916483
TMT_1509,Shaskiya Vishramgruh (G.B.Road),19.2853129,72.8992332
TMT_1458,Shaskiya Vishramgruh (G.B.Road),19.285343,72.900066
TMT_1615,Shaskiya Vishramgruh (G.B.Road),19.281460850000002,72.908826
TMT_1646,Shaskiya Vishramgruh (G.B.Road),19.281595733333333,72.90787796666666
TMT_1930,Shaskiya Vishramgruh (G.B.Road),19.2802344,72.9106794
TMT_1647,Varsova / Fountain Hotel,19.284710966666665,72.90390753333334
TMT_1614,Varsova / Fountain Hotel,19.28500126666667,72.90489173333333
TMT_1963,Varsova / Fountain Hotel,19.2846949,72.9039004
TMT_1929,Varsova / Fountain Hotel,19.2850198,72.9048865
TMT_1763,Varsova / Fountain Hotel,19.286735,72.8933356
TMT_1755,Varsova / Fountain Hotel,19.2869875,72.893569
TMT_1575,Jain Mandir Ghodbander,19.285302,72.8992525
TMT_1525,Jain Mandir Ghodbander,19.2853898,72.89977865
TMT_1648,Ghodbunder Gaon,19.286739733333334,72.8933361
TMT_1613,Ghodbunder Gaon,19.286988366666666,72.89356823333333
TMT_1649,Western Hotel/Laxmi Baug,19.27606833333333,72.88908436666667
TMT_1612,Western Hotel/Laxmi Baug,19.276193266666667,72.88849216666667
TMT_1578,Kashi Gaon,19.273895500000002,72.88578555000001
TMT_1522,Kashi Gaon,19.27451695,72.88578609999999
TMT_1579,Silver Park,19.2817014,72.8740121
TMT_1521,Silver Park,19.2820761,72.87341935
TMT_1516,Jahangir Complex,19.280136958,72.870852501
TMT_1451,Jahangir Complex,19.280359758,72.870772758
TMT_1517,Nayanagar,19.282042312,72.868001683
TMT_1450,Nayanagar,19.282098011,72.868122382
TMT_1518,MTNL Mira Road East,19.283345226,72.86620347
TMT_1449,MTNL Mira Road East,19.283493976,72.866224243
TMT_1520,Mira Road Station,19.2815578,72.8580007
BEST_29263,Mira Road Station,19.281462,72.858059
TMT_1531,Shankar Mandir,19.285636188,72.940952407
TMT_1569,Shankar Mandir,19.285326041,72.94074552
VVMT_642,Shankar Mandir,19.458351,72.812004
TMT_1618,Kasarvadavali,19.2693155,72.9656621
TMT_1641,Kasarvadavali,19.269341033333333,72.965507
BEST_37199,Kasarvadavali,19.269755,72.965477
BEST_37198,Kasarvadavali,19.269313,72.965401
TMT_1958,Kasarvadavali,19.2645551,72.9675238
TMT_4234,Tulsi Dham,19.20895,73.013135
TMT_4235,Tulsi Dham,19.2223519,72.9732923
TMT_1605,Borivali East,19.2315025,72.8594983
TMT_1655,Borivali East,19.2313227,72.8584469
TMT_1606,S.T.Stand,19.2316911,72.8599339
TMT_1654,S.T.Stand,19.2316987,72.8599393
TMT_1607,Omkareshwar Mandir,19.2315489,72.8632136
TMT_1653,Omkareshwar Mandir,19.2315587,72.8635513
BEST_29299,Omkareshwar Mandir,19.2306035,72.86295475
BEST_29297,Omkareshwar Mandir,19.230486,72.863131
BEST_29295,Omkareshwar Mandir,19.2298,72.863616
BEST_29294,Omkareshwar Mandir,19.229881,72.863654
TMT_1608,Nancy Colony,19.237606,72.8633716
TMT_1652,Nancy Colony,19.2377462,72.8637233
TMT_1609,Gokulanand,19.244343432,72.864254008
TMT_1651,Gokulanand,19.244854962,72.864897738
TMT_1610,Dahisar Toll Naka,19.258437,72.871663
TMT_1650,Dahisar Toll Naka,19.2583636,72.8724167
TMT_1611,Kashimira,19.2723033,72.8824497
TMT_1764,Kashimira,19.271319,72.882155
BEST_29207,Kashimira,19.272603,72.88277000000001
BEST_29210,Kashimira,19.272833,72.882946
TMT_1672,Borivade Goan (Havre City),19.2624347,72.9599848
TMT_1671,Borivade Goan (Havre City),19.2624355,72.9599772
TMT_1673,Unnati Greens Society,19.2621402,72.960277
TMT_1670,Unnati Greens Society,19.2618969,72.9601734
TMT_1674,Parkwood Society Corner,19.2608403,72.964829
TMT_1668,Parkwood Society Corner,19.2605692,72.9652487
TMT_1675,Grand Square/Sagar Society,19.2634432,72.9661058
TMT_1666,Grand Square/Sagar Society,19.2629842,72.9662395
TMT_1667,Prathamesh Tower,19.264539785,72.964494393
TMT_3857,Prathamesh Tower,19.2646535,72.9646992
TMT_3850,Prathamesh Tower,19.2645472,72.9645275
TMT_1669,TMC Ground,19.261707973,72.961389599
TMT_1716,Saint Xaviers,19.24077805,72.97724704999999
TMT_1694,Saint Xaviers,19.24039745,72.97743905
TMT_4718,Saint Xaviers,19.2404,72.9774
TMT_1718,Bramhand,19.2478812,72.9856605
TMT_1692,Bramhand,19.2466313,72.9846041
TMT_3253,Bramhand,19.2474805,72.9861408
TMT_3252,Bramhand,19.2474907,72.9861405
TMT_3181,Bramhand,19.241155,72.98123833
TMT_3178,Bramhand,19.241329,72.9815388
TMT_1719,Dharmachapada/Brahmand Society,19.247536750000002,72.98462190000001
TMT_1691,Dharmachapada/Brahmand Society,19.247562600000002,72.9846952
TMT_4270,Anand Nagar Agar,19.2648608,72.9697132
TMT_1739,Anand Nagar Agar,19.264581,72.969917
TMT_3804,Anand Nagar Agar,19.2649,72.9697
TMT_4271,Swastik Society,19.263752015,72.971313163
TMT_4269,Swastik Society,19.263791404,72.971036
TMT_4272,Hotel Shambhuji,19.260297174,72.971714728
TMT_4268,Hotel Shambhuji,19.260262,72.9714846
TMT_4273,Cosmos Park,19.259489745,72.972418517
TMT_4267,Cosmos Park,19.2592264,72.9723165
TMT_4274,Anunagar / Vijay Nagari Annex,19.257532196,72.974073282
TMT_4266,Anunagar / Vijay Nagari Annex,19.2574715,72.9739551
TMT_1758,Shiddharth Nagar,19.182560038,72.9704440815
TMT_1762,Rutu Park,19.20996,72.9821
TMT_1756,Rutu Park,19.2099698,72.9821004
TMT_2642,Rutu Park,19.22555,72.97997
TMT_2616,Rutu Park,19.2260109,72.9800749
TMT_1765,National Park,19.230268014,72.863496816
TMT_1964,Darya Sagar Hotel,19.2937723,72.9050804
TMT_1928,Darya Sagar Hotel,19.2937994,72.9058126
TMT_1965,Kinara Dhaba,19.3023782,72.9040792
TMT_1927,Kinara Dhaba,19.3023244,72.9044514
TMT_1966,Sasun Navghar /Sairaj Hotel,19.3155107,72.8996045
TMT_1926,Sasun Navghar /Sairaj Hotel,19.3151814,72.8999895
TMT_1967,Royal Garden Resort,19.3185642,72.897861
TMT_1925,Royal Garden Resort,19.3184719,72.8987653
TMT_1968,Jaivijay / Patharpada,19.3212646,72.8955575
TMT_1924,Jaivijay / Patharpada,19.3213104,72.8958625
TMT_1969,Krishna Resort,19.327892,72.893409
TMT_1923,Krishna Resort,19.3280135,72.8939025
TMT_1970,Lodha Dham,19.3382289,72.8934639
TMT_1922,Lodha Dham,19.3378723,72.8940068
TMT_1971,Diva Vasai Railway Bridge,19.3509804,72.8934705
TMT_1921,Diva Vasai Railway Bridge,19.3508159,72.8937944
TMT_1972,Naigaon Phata / Bapani Bridge,19.210409,73.015932
TMT_1920,Naigaon Phata / Bapani Bridge,19.3659606,72.8941815
TMT_1973,Kaman Phata / Chinchoti Bridge,19.20895,73.013135
TMT_1919,Kaman Phata / Chinchoti Bridge,19.3828762,72.8969771
TMT_1974,Sativali Highway,19.206551,73.009953
TMT_1918,Sativali Highway,19.4026539,72.8834386
TMT_1975,Sativali Gaondevi Mandir,19.2057598,73.0087557
TMT_1917,Sativali Gaondevi Mandir,19.4047783,72.877443
TMT_1976,Sativali Naka,19.2056318,73.0084863
TMT_1916,Sativali Naka,19.4061361,72.8725769
VVMT_2,Sativali Naka,19.40591249,72.87256544
TMT_1977,Laxmi Industries,19.204848,73.007304
TMT_1915,Laxmi Industries,19.4073412,72.8675413
TMT_1978,Valiv Phata,19.202935,73.004589
TMT_1914,Valiv Phata,19.407092,72.8657885
TMT_1979,Tirupati Udyog Nagar,19.20179,73.001705
TMT_1913,Tirupati Udyog Nagar,19.247171,72.8636758
VVMT_6,Tirupati Udyog Nagar,19.406285945895,72.863871464954
VVMT_33,Tirupati Udyog Nagar,19.40650874,72.86367315
TMT_1980,Agarwal Estate,19.200476,72.999166
TMT_1912,Agarwal Estate,19.4060251,72.8597817
TMT_1981,Bhoida Pada,19.198784,72.995696
TMT_1911,Bhoida Pada,19.4057062,72.8551216
VVMT_624,Bhoida Pada,19.474214715082,72.828632889901
VVMT_655,Bhoida Pada,19.474341131755,72.828556018621
TMT_1982,Range Office,19.1977,72.993536
TMT_1910,Range Office,19.194535,72.9516385
VVMT_10,Range Office,19.405225337646,72.849353630797
VVMT_29,Range Office,19.40577814,72.85036631
TMT_1983,Father Wadi,19.195464,72.987175
TMT_1909,Father Wadi,19.4031088,72.8460777
TMT_1984,Gokhivare Village,19.197171,72.98312
TMT_1908,Gokhivare Village,19.4005511,72.8430089
TMT_1985,Ever Shine City Gate,19.198917,72.981083
TMT_1907,Ever Shine City Gate,19.3996856,72.8403357
VVMT_13,Evershine City Gate,19.399486003688,72.840587648558
TMT_1986,Vasant Nagari Gate,19.19891,72.978889
TMT_1906,Vasant Nagari Gate,19.397833,72.835579
VVMT_25,Vasant Nagari Gate,19.39783782,72.83558112
TMT_1987,Vasant Nagari Circle,19.194354,72.977033
TMT_1905,Vasant Nagari Circle,19.4023827,72.8342575
VVMT_571,Vasant Nagari Circle,19.40214717,72.83397701
VVMT_602,Vasant Nagari Circle,19.40238316,72.83425535
TMT_1988,Agarwal Fire Brigade,19.1904598,72.9763746
TMT_1904,Agarwal Fire Brigade,19.4056631,72.8282269
TMT_1989,Oriental Bank,19.187281,72.977198
TMT_1903,Oriental Bank,19.4078702,72.8273613
VVMT_574,Oriental Bank,19.40726513,72.8274155
VVMT_599,Oriental Bank,19.40785936,72.82737934
TMT_1990,Yashwant Park,19.187556,72.971661
TMT_1902,Yashwant Park,19.4096066,72.8261875
VVMT_575,Yashwant Park,19.40935303,72.82611046
TMT_1991,Dwaraka Hotel,19.188666,72.967522
TMT_1901,Dwaraka Hotel,19.4134986,72.8260221
TMT_1992,Chandan Naka,19.190463,72.967682
TMT_1900,Chandan Naka,19.4150671,72.8245508
VVMT_580,Chandan Naka,19.4152403,72.82408027
VVMT_592,Chandan Naka,19.41501356,72.82449056
TMT_1993,Paras Shopping Center,19.1883815,72.963604
TMT_1899,Paras Shopping Center,19.4162981,72.8233767
VVMT_581,Paras Shopping Center,19.41648213,72.82300736
VVMT_591,Paras Shopping Center,19.41655912,72.8231222
TMT_1994,Pendhari Nagar,19.187771,72.962992
TMT_1898,Pendhari Nagar,19.4182222,72.8217222
TMT_1995,Bappa Sitaram,19.186689,72.961377
TMT_1897,Bappa Sitaram,19.4195925,72.8205649
VVMT_589,Bappa Sitaram,19.41958973,72.82057048
TMT_1996,Nalasopara Station East,19.185607,72.957739
TMT_1896,Nalasopara Station East,19.4208821,72.8196732
TMT_1997,Central Park (Nalasopara),19.1854491,72.956247
TMT_1895,Central Park (Nalasopara),19.425407,72.8186391
TMT_1998,Khidakali,19.1593141,73.0680906
TMT_2068,Khidakali,19.158929,73.0674254
TMT_1999,Khidkaleshwar Mahadev Mandir,19.1566779,73.0647195
TMT_2000,Padle Gaon,19.1543504,73.0614203
TMT_2067,Padle Gaon,19.1537408,73.0601915
TMT_2001,Mhatre Wadi,19.1497288,73.055138
TMT_2066,Mhatre Wadi,19.1499268,73.0550646
TMT_2002,Chintamani Hotel,19.1468444,73.0512565
TMT_2065,Chintamani Hotel,19.1474392,73.0516631
TMT_2003,Kalyan Phata,19.1432345,73.0459954
TMT_2064,Kalyan Phata,19.1437076,73.0471665
TMT_2004,Shil Gaon,19.1435742,73.0453879
TMT_2063,Shil Gaon,19.1437639,73.0454122
TMT_2070,Shil Gaon,19.15216,73.04608
TMT_3433,Shil Gaon,19.1425804,73.0378014
TMT_3425,Shil Gaon,19.142716,73.037562
TMT_2005,Vishal Hotel,19.1542573,73.0332239
TMT_2062,Vishal Hotel,19.1609664,73.0344041
TMT_2006,Bharat Gears,19.1574049,73.03128975
TMT_2061,Bharat Gears,19.15770585,73.03161879999999
TMT_4435,Bharat Gears,19.157221,73.0312584
TMT_2007,Avk,19.161957125,73.029175375
TMT_4437,Avk,19.1625217,73.028767
TMT_2008,Shimla Park,19.16338306,73.02854732
TMT_2009,Kausa,19.16659956,73.02692212
TMT_2010,Almas Colony,19.167848425,73.025925925
TMT_2011,Kismat Colony,19.1720158,73.02349155
TMT_2094,Kismat Colony,19.1904662,72.9763085
TMT_2012,Amrut Nagar,19.174213433333335,73.02303763333333
TMT_2105,Amrut Nagar,19.1739743,73.0230034
TMT_2093,Amrut Nagar,19.1746776,73.0231536
TMT_2013,Mumbra Shiv Mandir,19.177474625000002,73.022707375
TMT_2014,Sanjay Nagar,19.1802256,73.02254085
TMT_2015,Mumbra Police Station,19.1834425,73.02242473999999
TMT_2016,Lalit Clinic,19.186671999999998,73.02136451999999
TMT_2017,Mumbra Railway Station,19.1899461,73.0226163
TMT_2050,Mumbra Railway Station,19.1900778,73.022823
TMT_2106,Mumbra Railway Station,19.1901859,73.0226103
TMT_2092,Mumbra Railway Station,19.190253,73.022849
TMT_4446,Mumbra Railway Station,19.19019,73.0226043
TMT_2281,Mumbra Railway Station,19.1899463,73.0225904
TMT_2018,Datta Wadi - Mumbra,19.1932608,73.0227952
TMT_2049,Datta Wadi - Mumbra,19.1930965,73.0229105
TMT_2019,Retibunder No. 1,19.2003094,73.0222076
TMT_2048,Retibunder No. 1,19.2003933,73.0223813
TMT_4448,Retibunder No. 1,19.2002304,73.0222582
TMT_2282,Retibunder No. 1,19.2003074,73.0221976
TMT_2320,Retibunder No. 1,19.200455,73.022508
TMT_2020,Retibunder No. 2,19.20460496666667,73.01922283333333
TMT_2107,Retibunder No. 2,19.2036471,73.0190426
TMT_2091,Retibunder No. 2,19.2073553,73.0178356
TMT_2021,Retibunder No. 3,19.207396816666666,73.0176273
TMT_2069,Kharavli Devi,19.1518656,73.0349639
TMT_2071,Mahakaleshwar Mandir,19.1513859,73.0462437
TMT_2080,Mahakaleshwar Mandir,19.1516924,73.0456044
TMT_2072,Shasakiya Tantra Niketan,19.1547645,73.0468025
TMT_2073,Khardi Gaon,19.1669004,73.0467406
TMT_2078,Khardi Gaon,19.1668768,73.046297
TMT_2074,National Convent School,19.17857,73.0444923
TMT_2077,National Convent School,19.1785723,73.0438701
